motif	tf.gene	tf.ensg
MA0471.1	E2F4	ENSG00000205250
MA0471.1	E2F5	ENSG00000133740
MA0471.1	E2F7	ENSG00000165891
MA0471.1	E2F8	ENSG00000129173
MA0472.2	EGR1	ENSG00000120738
MA0472.2	EGR3	ENSG00000179388
MA0472.2	EGR4	ENSG00000135625
MA0472.2	KLF1	ENSG00000105610
MA0472.2	KLF10	ENSG00000155090
MA0472.2	KLF11	ENSG00000172059
MA0472.2	KLF12	ENSG00000118922
MA0472.2	KLF13	ENSG00000169926
MA0472.2	KLF14	ENSG00000266265
MA0472.2	KLF15	ENSG00000163884
MA0472.2	KLF16	ENSG00000129911
MA0472.2	KLF17	ENSG00000171872
MA0472.2	KLF2	ENSG00000127528
MA0472.2	KLF3	ENSG00000109787
MA0472.2	KLF4	ENSG00000136826
MA0472.2	KLF5	ENSG00000102554
MA0472.2	KLF6	ENSG00000067082
MA0472.2	KLF7	ENSG00000118263
MA0472.2	KLF8	ENSG00000102349
MA0472.2	KLF9	ENSG00000119138
MA0472.2	SP1	ENSG00000185591
MA0472.2	SP2	ENSG00000167182
MA0472.2	SP3	ENSG00000172845
MA0472.2	SP4	ENSG00000105866
MA0472.2	SP5	ENSG00000204335
MA0472.2	SP6	ENSG00000189120
MA0472.2	SP7	ENSG00000170374
MA0472.2	SP8	ENSG00000164651
MA0472.2	SP9	ENSG00000217236
MA0473.2	SPDEF	ENSG00000124664
MA0473.2	ETV6	ENSG00000139083
MA0473.2	ETV7	ENSG00000010030
MA0473.2	SPIB	ENSG00000269404
MA0473.2	SPIC	ENSG00000166211
MA0473.2	EHF	ENSG00000135373
MA0473.2	ELF3	ENSG00000163435
MA0473.2	ELF5	ENSG00000135374
MA0473.2	ELF2	ENSG00000109381
MA0473.2	ELF4	ENSG00000102034
MA0473.2	ELK1	ENSG00000126767
MA0473.2	ELK3	ENSG00000111145
MA0473.2	ELK4	ENSG00000158711
MA0473.2	ETV1	ENSG00000006468
MA0473.2	ETV4	ENSG00000175832
MA0473.2	ETV5	ENSG00000244405
MA0473.2	ERF	ENSG00000105722
MA0473.2	ETV2	ENSG00000105672
MA0473.2	FLI1	ENSG00000151702
MA0473.2	ERG	ENSG00000157554
MA0473.2	FEV	ENSG00000163497
MA0473.2	ETV3	ENSG00000117036
MA0473.2	ETV3L	ENSG00000253831
MA0474.2	SPDEF	ENSG00000124664
MA0474.2	ETV6	ENSG00000139083
MA0474.2	ETV7	ENSG00000010030
MA0474.2	SPIB	ENSG00000269404
MA0474.2	SPIC	ENSG00000166211
MA0474.2	EHF	ENSG00000135373
MA0474.2	ELF3	ENSG00000163435
MA0474.2	ELF5	ENSG00000135374
MA0474.2	ELF1	ENSG00000120690
MA0474.2	ELF2	ENSG00000109381
MA0474.2	ELF4	ENSG00000102034
MA0474.2	ELK1	ENSG00000126767
MA0474.2	ELK3	ENSG00000111145
MA0474.2	ELK4	ENSG00000158711
MA0474.2	ETV1	ENSG00000006468
MA0474.2	ETV4	ENSG00000175832
MA0474.2	ETV5	ENSG00000244405
MA0474.2	ERF	ENSG00000105722
MA0474.2	ETV2	ENSG00000105672
MA0474.2	FLI1	ENSG00000151702
MA0474.2	FEV	ENSG00000163497
MA0474.2	ETV3	ENSG00000117036
MA0474.2	ETV3L	ENSG00000253831
MA0475.2	SPDEF	ENSG00000124664
MA0475.2	ETV6	ENSG00000139083
MA0475.2	ETV7	ENSG00000010030
MA0475.2	SPIB	ENSG00000269404
MA0475.2	SPIC	ENSG00000166211
MA0475.2	EHF	ENSG00000135373
MA0475.2	ELF3	ENSG00000163435
MA0475.2	ELF5	ENSG00000135374
MA0475.2	ELF1	ENSG00000120690
MA0475.2	ELF2	ENSG00000109381
MA0475.2	ELF4	ENSG00000102034
MA0475.2	ELK1	ENSG00000126767
MA0475.2	ELK3	ENSG00000111145
MA0475.2	ELK4	ENSG00000158711
MA0475.2	ETV1	ENSG00000006468
MA0475.2	ETV4	ENSG00000175832
MA0475.2	ETV5	ENSG00000244405
MA0475.2	ERF	ENSG00000105722
MA0475.2	ETV2	ENSG00000105672
MA0475.2	ERG	ENSG00000157554
MA0475.2	FEV	ENSG00000163497
MA0475.2	ETV3	ENSG00000117036
MA0475.2	ETV3L	ENSG00000253831
MA0479.1	FOXI1	ENSG00000168269
MA0479.1	FOXI2	ENSG00000186766
MA0479.1	FOXI3	ENSG00000214336
MA0479.1	FOXG1	ENSG00000176165
MA0479.1	FOXF1	ENSG00000103241
MA0479.1	FOXF2	ENSG00000137273
MA0479.1	FOXE1	ENSG00000178919
MA0479.1	FOXE3	ENSG00000186790
MA0479.1	FOXD1	ENSG00000251493
MA0479.1	FOXD4L6	ENSG00000273514
MA0479.1	FOXD2	ENSG00000186564
MA0479.1	FOXD3	ENSG00000187140
MA0479.1	FOXD4	ENSG00000170122
MA0479.1	FOXD4L1	ENSG00000184492
MA0479.1	FOXD4L3	ENSG00000187559
MA0479.1	FOXD4L4	ENSG00000184659
MA0479.1	FOXD4L5	ENSG00000204779
MA0479.1	FOXC1	ENSG00000054598
MA0479.1	FOXC2	ENSG00000176692
MA0479.1	FOXB1	ENSG00000171956
MA0479.1	FOXB2	ENSG00000204612
MA0479.1	FOXS1	ENSG00000179772
MA0479.1	FOXR1	ENSG00000176302
MA0479.1	FOXR2	ENSG00000189299
MA0479.1	FOXQ1	ENSG00000164379
MA0479.1	FOXP1	ENSG00000114861
MA0479.1	FOXP2	ENSG00000128573
MA0479.1	FOXP3	ENSG00000049768
MA0479.1	FOXP4	ENSG00000137166
MA0479.1	FOXO1	ENSG00000150907
MA0479.1	FOXO3	ENSG00000118689
MA0479.1	FOXO4	ENSG00000184481
MA0479.1	FOXO6	ENSG00000204060
MA0479.1	FOXN1	ENSG00000109101
MA0479.1	FOXN2	ENSG00000170802
MA0479.1	FOXN3	ENSG00000053254
MA0479.1	FOXN4	ENSG00000139445
MA0479.1	FOXM1	ENSG00000111206
MA0479.1	FOXL1	ENSG00000176678
MA0479.1	FOXL2	ENSG00000183770
MA0479.1	FOXK1	ENSG00000164916
MA0479.1	FOXK2	ENSG00000141568
MA0479.1	FOXJ1	ENSG00000129654
MA0479.1	FOXJ2	ENSG00000065970
MA0479.1	FOXJ3	ENSG00000198815
MA0479.1	FOXA1	ENSG00000129514
MA0479.1	FOXA2	ENSG00000125798
MA0479.1	FOXA3	ENSG00000170608
MA0480.1	FOXI1	ENSG00000168269
MA0480.1	FOXI2	ENSG00000186766
MA0480.1	FOXI3	ENSG00000214336
MA0480.1	FOXH1	ENSG00000160973
MA0480.1	FOXG1	ENSG00000176165
MA0480.1	FOXF1	ENSG00000103241
MA0480.1	FOXF2	ENSG00000137273
MA0480.1	FOXE1	ENSG00000178919
MA0480.1	FOXE3	ENSG00000186790
MA0480.1	FOXD1	ENSG00000251493
MA0480.1	FOXD4L6	ENSG00000273514
MA0480.1	FOXD2	ENSG00000186564
MA0480.1	FOXD3	ENSG00000187140
MA0480.1	FOXD4	ENSG00000170122
MA0480.1	FOXD4L1	ENSG00000184492
MA0480.1	FOXD4L3	ENSG00000187559
MA0480.1	FOXD4L4	ENSG00000184659
MA0480.1	FOXD4L5	ENSG00000204779
MA0480.1	FOXC1	ENSG00000054598
MA0480.1	FOXC2	ENSG00000176692
MA0480.1	FOXB1	ENSG00000171956
MA0480.1	FOXB2	ENSG00000204612
MA0480.1	FOXS1	ENSG00000179772
MA0480.1	FOXR1	ENSG00000176302
MA0480.1	FOXR2	ENSG00000189299
MA0480.1	FOXQ1	ENSG00000164379
MA0480.1	FOXP1	ENSG00000114861
MA0480.1	FOXP2	ENSG00000128573
MA0480.1	FOXP3	ENSG00000049768
MA0480.1	FOXP4	ENSG00000137166
MA0480.1	FOXO3	ENSG00000118689
MA0480.1	FOXO4	ENSG00000184481
MA0480.1	FOXO6	ENSG00000204060
MA0480.1	FOXN1	ENSG00000109101
MA0480.1	FOXN2	ENSG00000170802
MA0480.1	FOXN3	ENSG00000053254
MA0480.1	FOXN4	ENSG00000139445
MA0480.1	FOXM1	ENSG00000111206
MA0480.1	FOXL1	ENSG00000176678
MA0480.1	FOXL2	ENSG00000183770
MA0480.1	FOXK1	ENSG00000164916
MA0480.1	FOXK2	ENSG00000141568
MA0480.1	FOXJ1	ENSG00000129654
MA0480.1	FOXJ2	ENSG00000065970
MA0480.1	FOXJ3	ENSG00000198815
MA0480.1	FOXA1	ENSG00000129514
MA0480.1	FOXA2	ENSG00000125798
MA0480.1	FOXA3	ENSG00000170608
MA0481.1	FOXI1	ENSG00000168269
MA0481.1	FOXI2	ENSG00000186766
MA0481.1	FOXI3	ENSG00000214336
MA0481.1	FOXH1	ENSG00000160973
MA0481.1	FOXG1	ENSG00000176165
MA0481.1	FOXF1	ENSG00000103241
MA0481.1	FOXF2	ENSG00000137273
MA0481.1	FOXE1	ENSG00000178919
MA0481.1	FOXE3	ENSG00000186790
MA0481.1	FOXD1	ENSG00000251493
MA0481.1	FOXD4L6	ENSG00000273514
MA0481.1	FOXD2	ENSG00000186564
MA0481.1	FOXD3	ENSG00000187140
MA0481.1	FOXD4	ENSG00000170122
MA0481.1	FOXD4L1	ENSG00000184492
MA0481.1	FOXD4L3	ENSG00000187559
MA0481.1	FOXD4L4	ENSG00000184659
MA0481.1	FOXD4L5	ENSG00000204779
MA0481.1	FOXC1	ENSG00000054598
MA0481.1	FOXC2	ENSG00000176692
MA0481.1	FOXB1	ENSG00000171956
MA0481.1	FOXB2	ENSG00000204612
MA0481.1	FOXS1	ENSG00000179772
MA0481.1	FOXR1	ENSG00000176302
MA0481.1	FOXR2	ENSG00000189299
MA0481.1	FOXQ1	ENSG00000164379
MA0481.1	FOXP2	ENSG00000128573
MA0481.1	FOXP3	ENSG00000049768
MA0481.1	FOXP4	ENSG00000137166
MA0481.1	FOXO1	ENSG00000150907
MA0481.1	FOXO3	ENSG00000118689
MA0481.1	FOXO4	ENSG00000184481
MA0481.1	FOXO6	ENSG00000204060
MA0481.1	FOXN1	ENSG00000109101
MA0481.1	FOXN2	ENSG00000170802
MA0481.1	FOXN3	ENSG00000053254
MA0481.1	FOXN4	ENSG00000139445
MA0481.1	FOXM1	ENSG00000111206
MA0481.1	FOXL1	ENSG00000176678
MA0481.1	FOXL2	ENSG00000183770
MA0481.1	FOXK1	ENSG00000164916
MA0481.1	FOXK2	ENSG00000141568
MA0481.1	FOXJ1	ENSG00000129654
MA0481.1	FOXJ2	ENSG00000065970
MA0481.1	FOXJ3	ENSG00000198815
MA0481.1	FOXA1	ENSG00000129514
MA0481.1	FOXA2	ENSG00000125798
MA0481.1	FOXA3	ENSG00000170608
MA0482.1	GATAD1	ENSG00000157259
MA0482.1	DNMT3B	ENSG00000088305
MA0482.1	DNMT3L	ENSG00000142182
MA0482.1	ATRX	ENSG00000085224
MA0482.1	TRPS1	ENSG00000104447
MA0482.1	RERE	ENSG00000142599
MA0482.1	MTA1	ENSG00000182979
MA0482.1	MTA2	ENSG00000149480
MA0482.1	MTA3	ENSG00000057935
MA0482.1	ZGLP1	ENSG00000220201
MA0482.1	DNMT3A	ENSG00000119772
MA0482.1	GATA1	ENSG00000102145
MA0482.1	GATA2	ENSG00000179348
MA0482.1	GATA3	ENSG00000107485
MA0482.1	GATA5	ENSG00000130700
MA0482.1	GATA6	ENSG00000141448
MA0485.1	CDX1	ENSG00000113722
MA0485.1	CDX2	ENSG00000165556
MA0485.1	CDX4	ENSG00000131264
MA0485.1	HOXA9	ENSG00000078399
MA0485.1	HOXD11	ENSG00000128713
MA0485.1	HOXC12	ENSG00000123407
MA0485.1	HOXD12	ENSG00000170178
MA0485.1	HOXA13	ENSG00000106031
MA0485.1	HOXB13	ENSG00000159184
MA0485.1	HOXC13	ENSG00000123364
MA0485.1	HOXD13	ENSG00000128714
MA0485.1	HOXB9	ENSG00000170689
MA0485.1	HOXD9	ENSG00000128709
MA0485.1	HOXA10	ENSG00000253293
MA0485.1	HOXC10	ENSG00000180818
MA0485.1	HOXD10	ENSG00000128710
MA0485.1	HOXA11	ENSG00000005073
MA0485.1	HOXC11	ENSG00000123388
MA0485.1	HOXB8	ENSG00000120068
MA0485.1	HOXC8	ENSG00000037965
MA0485.1	HOXD8	ENSG00000175879
MA0485.1	HOXA6	ENSG00000106006
MA0485.1	HOXB6	ENSG00000108511
MA0485.1	HOXC6	ENSG00000197757
MA0485.1	HOXA7	ENSG00000122592
MA0485.1	HOXB7	ENSG00000260027
MA0485.1	HOXA5	ENSG00000106004
MA0485.1	HOXB5	ENSG00000120075
MA0485.1	HOXC5	ENSG00000172789
MA0485.1	HOXA4	ENSG00000197576
MA0485.1	HOXB4	ENSG00000182742
MA0485.1	HOXC4	ENSG00000198353
MA0485.1	HOXD4	ENSG00000170166
MA0485.1	HOXA3	ENSG00000105997
MA0485.1	HOXB3	ENSG00000120093
MA0485.1	HOXD3	ENSG00000128652
MA0485.1	HOXA2	ENSG00000105996
MA0485.1	HOXB2	ENSG00000173917
MA0485.1	PDX1	ENSG00000139515
MA0485.1	MEOX1	ENSG00000005102
MA0485.1	MEOX2	ENSG00000106511
MA0485.1	MNX1	ENSG00000130675
MA0485.1	GSX1	ENSG00000169840
MA0485.1	GSX2	ENSG00000180613
MA0485.1	GBX1	ENSG00000164900
MA0485.1	GBX2	ENSG00000168505
MA0485.1	EVX1	ENSG00000106038
MA0485.1	EVX2	ENSG00000174279
MA0485.1	HOXA1	ENSG00000105991
MA0485.1	HOXB1	ENSG00000120094
MA0485.1	HOXD1	ENSG00000128645
MA0486.2	HSF2	ENSG00000025156
MA0486.2	HSF4	ENSG00000102878
MA0486.2	HSF5	ENSG00000176160
MA0486.2	HSFX1	ENSG00000171116
MA0486.2	HSFY1	ENSG00000172468
MA0490.1	ATF2	ENSG00000115966
MA0490.1	ATF7	ENSG00000170653
MA0490.1	CREB5	ENSG00000146592
MA0490.1	NFE2L1	ENSG00000082641
MA0490.1	NFE2L2	ENSG00000116044
MA0490.1	NFE2L3	ENSG00000050344
MA0490.1	BACH1	ENSG00000156273
MA0490.1	BACH2	ENSG00000112182
MA0490.1	JUND	ENSG00000130522
MA0491.1	ATF2	ENSG00000115966
MA0491.1	ATF7	ENSG00000170653
MA0491.1	CREB5	ENSG00000146592
MA0491.1	NFE2L1	ENSG00000082641
MA0491.1	NFE2L2	ENSG00000116044
MA0491.1	NFE2L3	ENSG00000050344
MA0491.1	BACH1	ENSG00000156273
MA0491.1	BACH2	ENSG00000112182
MA0491.1	JUNB	ENSG00000171223
MA0492.1	ATF2	ENSG00000115966
MA0492.1	ATF7	ENSG00000170653
MA0492.1	CREB5	ENSG00000146592
MA0492.1	NFE2L1	ENSG00000082641
MA0492.1	NFE2L2	ENSG00000116044
MA0492.1	NFE2L3	ENSG00000050344
MA0492.1	BACH1	ENSG00000156273
MA0492.1	BACH2	ENSG00000112182
MA0492.1	JUNB	ENSG00000171223
MA0493.1	EGR1	ENSG00000120738
MA0493.1	EGR2	ENSG00000122877
MA0493.1	EGR3	ENSG00000179388
MA0493.1	EGR4	ENSG00000135625
MA0493.1	KLF10	ENSG00000155090
MA0493.1	KLF11	ENSG00000172059
MA0493.1	KLF12	ENSG00000118922
MA0493.1	KLF13	ENSG00000169926
MA0493.1	KLF14	ENSG00000266265
MA0493.1	KLF15	ENSG00000163884
MA0493.1	KLF16	ENSG00000129911
MA0493.1	KLF17	ENSG00000171872
MA0493.1	KLF2	ENSG00000127528
MA0493.1	KLF3	ENSG00000109787
MA0493.1	KLF4	ENSG00000136826
MA0493.1	KLF5	ENSG00000102554
MA0493.1	KLF6	ENSG00000067082
MA0493.1	KLF7	ENSG00000118263
MA0493.1	KLF8	ENSG00000102349
MA0493.1	KLF9	ENSG00000119138
MA0493.1	SP1	ENSG00000185591
MA0493.1	SP2	ENSG00000167182
MA0493.1	SP3	ENSG00000172845
MA0493.1	SP4	ENSG00000105866
MA0493.1	SP5	ENSG00000204335
MA0493.1	SP6	ENSG00000189120
MA0493.1	SP7	ENSG00000170374
MA0493.1	SP8	ENSG00000164651
MA0493.1	SP9	ENSG00000217236
MA0495.1	MAFG	ENSG00000197063
MA0495.1	MAFK	ENSG00000198517
MA0495.1	MAFA	ENSG00000182759
MA0495.1	MAFB	ENSG00000204103
MA0495.1	NRL	ENSG00000129535
MA0496.1	MAFF	ENSG00000185022
MA0496.1	MAFG	ENSG00000197063
MA0496.1	MAFA	ENSG00000182759
MA0496.1	MAFB	ENSG00000204103
MA0496.1	NRL	ENSG00000129535
MA0497.1	MEF2A	ENSG00000068305
MA0497.1	MEF2B	ENSG00000213999
MA0497.1	MEF2D	ENSG00000116604
MA0498.2	MKX	ENSG00000150051
MA0498.2	TGIF1	ENSG00000177426
MA0498.2	TGIF2	ENSG00000118707
MA0498.2	TGIF2LX	ENSG00000153779
MA0498.2	TGIF2LY	ENSG00000176679
MA0498.2	PKNOX1	ENSG00000160199
MA0498.2	PKNOX2	ENSG00000165495
MA0498.2	PBX1	ENSG00000185630
MA0498.2	PBX2	ENSG00000204304
MA0498.2	PBX3	ENSG00000167081
MA0498.2	PBX4	ENSG00000105717
MA0498.2	MEIS2	ENSG00000134138
MA0498.2	MEIS3	ENSG00000105419
MA0498.2	IRX1	ENSG00000170549
MA0498.2	IRX2	ENSG00000170561
MA0498.2	IRX3	ENSG00000177508
MA0498.2	IRX4	ENSG00000113430
MA0498.2	IRX5	ENSG00000176842
MA0498.2	IRX6	ENSG00000159387
MA0502.1	NFYA	ENSG00000001167
MA0502.1	NFYC	ENSG00000066136
MA0504.1	NR2C1	ENSG00000120798
MA0504.1	NR2E1	ENSG00000112333
MA0507.1	HDX	ENSG00000165259
MA0507.1	HMBOX1	ENSG00000147421
MA0507.1	POU6F1	ENSG00000184271
MA0507.1	POU6F2	ENSG00000106536
MA0507.1	POU5F1	ENSG00000204531
MA0507.1	POU5F2	ENSG00000248483
MA0507.1	POU4F1	ENSG00000152192
MA0507.1	POU4F2	ENSG00000151615
MA0507.1	POU4F3	ENSG00000091010
MA0507.1	POU3F1	ENSG00000185668
MA0507.1	POU3F2	ENSG00000184486
MA0507.1	POU3F3	ENSG00000198914
MA0507.1	POU3F4	ENSG00000196767
MA0507.1	POU2F1	ENSG00000143190
MA0507.1	POU2F3	ENSG00000137709
MA0507.1	POU1F1	ENSG00000064835
MA0509.1	RFX2	ENSG00000087903
MA0509.1	RFX3	ENSG00000080298
MA0509.1	RFX4	ENSG00000111783
MA0509.1	RFX5	ENSG00000143390
MA0509.1	RFX6	ENSG00000185002
MA0509.1	RFX7	ENSG00000181827
MA0509.1	RFX8	ENSG00000196460
MA0510.2	RFX1	ENSG00000132005
MA0510.2	RFX2	ENSG00000087903
MA0510.2	RFX3	ENSG00000080298
MA0510.2	RFX4	ENSG00000111783
MA0510.2	RFX6	ENSG00000185002
MA0510.2	RFX7	ENSG00000181827
MA0510.2	RFX8	ENSG00000196460
MA0511.2	RUNX1	ENSG00000159216
MA0511.2	RUNX3	ENSG00000020633
MA0513.1	SMAD6	ENSG00000137834
MA0513.1	SMAD7	ENSG00000101665
MA0513.1	SMAD1	ENSG00000170365
MA0513.1	SMAD5	ENSG00000113658
MA0513.1	SMAD9	ENSG00000120693
MA0514.1	SOX30	ENSG00000039600
MA0514.1	SOX15	ENSG00000129194
MA0514.1	SOX7	ENSG00000171056
MA0514.1	SOX17	ENSG00000164736
MA0514.1	SOX18	ENSG00000203883
MA0514.1	SOX8	ENSG00000005513
MA0514.1	SOX9	ENSG00000125398
MA0514.1	SOX10	ENSG00000100146
MA0514.1	SOX5	ENSG00000134532
MA0514.1	SOX6	ENSG00000110693
MA0514.1	SOX13	ENSG00000143842
MA0514.1	SOX4	ENSG00000124766
MA0514.1	SOX11	ENSG00000176887
MA0514.1	SOX12	ENSG00000177732
MA0514.1	SOX1	ENSG00000182968
MA0514.1	SOX2	ENSG00000181449
MA0514.1	SOX14	ENSG00000168875
MA0514.1	SOX21	ENSG00000125285
MA0514.1	SRY	ENSG00000184895
MA0515.1	SOX30	ENSG00000039600
MA0515.1	SOX15	ENSG00000129194
MA0515.1	SOX7	ENSG00000171056
MA0515.1	SOX17	ENSG00000164736
MA0515.1	SOX18	ENSG00000203883
MA0515.1	SOX8	ENSG00000005513
MA0515.1	SOX9	ENSG00000125398
MA0515.1	SOX10	ENSG00000100146
MA0515.1	SOX5	ENSG00000134532
MA0515.1	SOX13	ENSG00000143842
MA0515.1	SOX4	ENSG00000124766
MA0515.1	SOX11	ENSG00000176887
MA0515.1	SOX12	ENSG00000177732
MA0515.1	SOX1	ENSG00000182968
MA0515.1	SOX2	ENSG00000181449
MA0515.1	SOX3	ENSG00000134595
MA0515.1	SOX14	ENSG00000168875
MA0515.1	SOX21	ENSG00000125285
MA0515.1	SRY	ENSG00000184895
MA0516.1	EGR1	ENSG00000120738
MA0516.1	EGR2	ENSG00000122877
MA0516.1	EGR3	ENSG00000179388
MA0516.1	EGR4	ENSG00000135625
MA0516.1	KLF1	ENSG00000105610
MA0516.1	KLF10	ENSG00000155090
MA0516.1	KLF11	ENSG00000172059
MA0516.1	KLF12	ENSG00000118922
MA0516.1	KLF13	ENSG00000169926
MA0516.1	KLF14	ENSG00000266265
MA0516.1	KLF15	ENSG00000163884
MA0516.1	KLF16	ENSG00000129911
MA0516.1	KLF17	ENSG00000171872
MA0516.1	KLF2	ENSG00000127528
MA0516.1	KLF3	ENSG00000109787
MA0516.1	KLF4	ENSG00000136826
MA0516.1	KLF5	ENSG00000102554
MA0516.1	KLF6	ENSG00000067082
MA0516.1	KLF7	ENSG00000118263
MA0516.1	KLF8	ENSG00000102349
MA0516.1	KLF9	ENSG00000119138
MA0516.1	SP1	ENSG00000185591
MA0516.1	SP3	ENSG00000172845
MA0516.1	SP4	ENSG00000105866
MA0516.1	SP5	ENSG00000204335
MA0516.1	SP6	ENSG00000189120
MA0516.1	SP7	ENSG00000170374
MA0516.1	SP8	ENSG00000164651
MA0516.1	SP9	ENSG00000217236
MA0517.1	STAT3	ENSG00000168610
MA0517.1	STAT4	ENSG00000138378
MA0517.1	STAT5A	ENSG00000126561
MA0517.1	STAT5B	ENSG00000173757
MA0517.1	STAT6	ENSG00000166888
MA0518.1	STAT1	ENSG00000115415
MA0518.1	STAT2	ENSG00000170581
MA0518.1	STAT3	ENSG00000168610
MA0518.1	STAT5A	ENSG00000126561
MA0518.1	STAT5B	ENSG00000173757
MA0518.1	STAT6	ENSG00000166888
MA0519.1	STAT1	ENSG00000115415
MA0519.1	STAT2	ENSG00000170581
MA0519.1	STAT3	ENSG00000168610
MA0519.1	STAT4	ENSG00000138378
MA0519.1	STAT6	ENSG00000166888
MA0520.1	STAT1	ENSG00000115415
MA0520.1	STAT2	ENSG00000170581
MA0520.1	STAT3	ENSG00000168610
MA0520.1	STAT4	ENSG00000138378
MA0520.1	STAT5A	ENSG00000126561
MA0520.1	STAT5B	ENSG00000173757
MA0521.1	TCF3	ENSG00000071564
MA0521.1	TCF4	ENSG00000196628
MA0522.2	TCF4	ENSG00000196628
MA0522.2	TCF12	ENSG00000140262
MA0523.1	TAF1	ENSG00000147133
MA0523.1	LEF1	ENSG00000138795
MA0523.1	TCF7	ENSG00000081059
MA0525.2	TP53	ENSG00000141510
MA0525.2	TP73	ENSG00000078900
MA0526.1	MXI1	ENSG00000119950
MA0526.1	MNT	ENSG00000070444
MA0526.1	MLX	ENSG00000108788
MA0526.1	MAX	ENSG00000125952
MA0526.1	USF1	ENSG00000158773
MA0526.1	TFE3	ENSG00000068323
MA0526.1	TFEB	ENSG00000112561
MA0526.1	TFEC	ENSG00000105967
MA0526.1	MITF	ENSG00000187098
MA0526.1	MYCN	ENSG00000134323
MA0591.1	ATF2	ENSG00000115966
MA0591.1	ATF7	ENSG00000170653
MA0591.1	CREB5	ENSG00000146592
MA0591.1	NFE2L1	ENSG00000082641
MA0591.1	NFE2L2	ENSG00000116044
MA0591.1	NFE2L3	ENSG00000050344
MA0591.1	BACH2	ENSG00000112182
MA0591.1	JUNB	ENSG00000171223
MA0591.1	JUND	ENSG00000130522
MA0591.1	MAFF	ENSG00000185022
MA0591.1	MAFG	ENSG00000197063
MA0591.1	MAFA	ENSG00000182759
MA0591.1	MAFB	ENSG00000204103
MA0591.1	NRL	ENSG00000129535
MA0592.2	ESR1	ENSG00000091831
MA0592.2	ESR2	ENSG00000140009
MA0592.2	ESRRB	ENSG00000119715
MA0592.2	ESRRG	ENSG00000196482
MA0592.2	NR3C1	ENSG00000113580
MA0592.2	NR3C2	ENSG00000151623
MA0592.2	PGR	ENSG00000082175
MA0592.2	AR	ENSG00000169083
MA0593.1	FOXI1	ENSG00000168269
MA0593.1	FOXI2	ENSG00000186766
MA0593.1	FOXI3	ENSG00000214336
MA0593.1	FOXH1	ENSG00000160973
MA0593.1	FOXG1	ENSG00000176165
MA0593.1	FOXF1	ENSG00000103241
MA0593.1	FOXF2	ENSG00000137273
MA0593.1	FOXE1	ENSG00000178919
MA0593.1	FOXE3	ENSG00000186790
MA0593.1	FOXD1	ENSG00000251493
MA0593.1	FOXD4L6	ENSG00000273514
MA0593.1	FOXD2	ENSG00000186564
MA0593.1	FOXD3	ENSG00000187140
MA0593.1	FOXD4	ENSG00000170122
MA0593.1	FOXD4L1	ENSG00000184492
MA0593.1	FOXD4L3	ENSG00000187559
MA0593.1	FOXD4L4	ENSG00000184659
MA0593.1	FOXD4L5	ENSG00000204779
MA0593.1	FOXC1	ENSG00000054598
MA0593.1	FOXC2	ENSG00000176692
MA0593.1	FOXB1	ENSG00000171956
MA0593.1	FOXB2	ENSG00000204612
MA0593.1	FOXS1	ENSG00000179772
MA0593.1	FOXR1	ENSG00000176302
MA0593.1	FOXR2	ENSG00000189299
MA0593.1	FOXQ1	ENSG00000164379
MA0593.1	FOXP1	ENSG00000114861
MA0593.1	FOXP3	ENSG00000049768
MA0593.1	FOXP4	ENSG00000137166
MA0593.1	FOXO1	ENSG00000150907
MA0593.1	FOXO3	ENSG00000118689
MA0593.1	FOXO4	ENSG00000184481
MA0593.1	FOXO6	ENSG00000204060
MA0593.1	FOXN1	ENSG00000109101
MA0593.1	FOXN2	ENSG00000170802
MA0593.1	FOXN3	ENSG00000053254
MA0593.1	FOXN4	ENSG00000139445
MA0593.1	FOXM1	ENSG00000111206
MA0593.1	FOXL1	ENSG00000176678
MA0593.1	FOXL2	ENSG00000183770
MA0593.1	FOXK1	ENSG00000164916
MA0593.1	FOXK2	ENSG00000141568
MA0593.1	FOXJ1	ENSG00000129654
MA0593.1	FOXJ2	ENSG00000065970
MA0593.1	FOXJ3	ENSG00000198815
MA0593.1	FOXA1	ENSG00000129514
MA0593.1	FOXA2	ENSG00000125798
MA0593.1	FOXA3	ENSG00000170608
MA0594.1	CDX1	ENSG00000113722
MA0594.1	CDX2	ENSG00000165556
MA0594.1	CDX4	ENSG00000131264
MA0594.1	HOXD11	ENSG00000128713
MA0594.1	HOXC12	ENSG00000123407
MA0594.1	HOXD12	ENSG00000170178
MA0594.1	HOXA13	ENSG00000106031
MA0594.1	HOXB13	ENSG00000159184
MA0594.1	HOXC13	ENSG00000123364
MA0594.1	HOXD13	ENSG00000128714
MA0594.1	HOXB9	ENSG00000170689
MA0594.1	HOXC9	ENSG00000180806
MA0594.1	HOXD9	ENSG00000128709
MA0594.1	HOXA10	ENSG00000253293
MA0594.1	HOXC10	ENSG00000180818
MA0594.1	HOXD10	ENSG00000128710
MA0594.1	HOXA11	ENSG00000005073
MA0594.1	HOXC11	ENSG00000123388
MA0594.1	HOXB8	ENSG00000120068
MA0594.1	HOXC8	ENSG00000037965
MA0594.1	HOXD8	ENSG00000175879
MA0594.1	HOXA6	ENSG00000106006
MA0594.1	HOXB6	ENSG00000108511
MA0594.1	HOXC6	ENSG00000197757
